genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[18, 35, 80]",282984,en,"On a small town college campus, a philosophy professor in existential crisis gives his life new purpose when he enters into a relationship with his student.",15.658,2015-07-17,Irrational Man,6.54,2265
"[18, 36]",560008,en,War photographer W. Eugene Smith travels back to Japan where he documents the devastating effect of mercury poisoning in coastal communities.,15.656,2020-03-13,Minamata,6.969,238
"[12, 10751, 878, 53]",15028,en,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",15.656,2002-03-17,Clockstoppers,5.253,285
"[27, 35]",165864,en,"An intense new marijuana strain named “Black Forest” is taking Los Angeles by storm, and Gretel’s stoner boyfriend can’t get enough. But when the old woman growing the popular drug turns out to be an evil witch, cooking and eating her wasted patrons for their youth, Gretel and her brother Hansel must save him from a gruesome death — or face the last high of their lives.",15.655,2013-02-19,Hansel and Gretel Get Baked,5.156,209
[35],309245,en,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes.",15.653,2015-08-14,Mistress America,6.563,496
"[80, 53, 18]",5511,fr,"After carrying out a flawlessly planned hit, Jef Costello, a contract killer with samurai instincts, finds himself caught between a persistent police investigator and a ruthless employer, and not even his armor of fedora and trench coat can protect him.",15.653,1967-10-25,Le Samouraï,7.8,913
"[10749, 18]",313,en,A drama focused on the friendship between a high-functioning autistic woman and a man who is traumatized after a fatal car accident.,15.652,2006-09-08,Snow Cake,7.15,157
[35],38778,en,"Rising executive Tim Conrad works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.",15.651,2010-07-30,Dinner for Schmucks,5.696,1670
"[28, 35]",5851,en,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,15.65,2002-03-14,Showtime,5.512,895
"[18, 10752]",475132,en,"One of the most celebrated war correspondents of our time, Marie Colvin is an utterly fearless and rebellious spirit, driven to the frontlines of conflicts across the globe to give voice to the voiceless.",15.648,2018-11-16,A Private War,6.809,465
[27],11547,en,"A group of five college graduates rent a cabin in the woods and begin to fall victim to a horrifying flesh-eating virus, which attracts the unwanted attention of the homicidal locals.",15.648,2003-08-15,Cabin Fever,5.655,1193
"[878, 53]",791568,en,"Remmy and her parents, refugees from Earth, have found peace on the Martian outskirts until strangers appear in the hills beyond their farm. Told as a triptych, the film follows Remmy as she struggles to survive in an uneasy landscape.",15.645,2021-07-23,Settlers,4.77,100
[35],11543,en,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern.",15.644,1996-07-04,Kingpin,6.514,780
"[14, 10751, 10749]",8703,cs,"Popelka, a resourceful and independent young girl, is a servant in her stepmother's house and confides in her closest friend the owl. When she comes across three magical acorns, she's granted a single wish for each one of them.",15.641,1973-11-16,Three Wishes for Cinderella,7.583,295
"[28, 12, 18, 10751]",11076,en,"Amy is only 13 years old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest was torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South.",15.64,1996-09-13,Fly Away Home,6.888,430
"[35, 10749]",934761,en,"To land a major client, an LA wine exec travels to an Australian sheep station, where she signs on as a ranch hand and hits it off with a rugged local.",15.639,2022-05-19,A Perfect Pairing,6.948,478
[99],706545,en,A vintage featurette about the making of Child's Play (1988).,15.637,1988-11-09,Introducing Chucky: The Making of Child's Play,7.4,10
"[28, 35]",10618,cn,"Wong Fei-Hung faces the White Lotus Society, a fanatical cult seeking to drive the Europeans out of China through violence, even attacking Chinese who follow Western ways. Wong must also defend Dr. Sun Yat Sen, a revolutionary, from the military.",15.636,1992-04-16,Once Upon a Time in China II,7.155,216
"[80, 53]",394374,es,A paraplegic computer engineer that moves in a wheelchair and works in his basement starts hearing noises and voices of bank-robbers.,15.633,2016-04-21,At the End of the Tunnel,7.11,359
"[18, 10749]",554447,ko,,15.632,2018-05-28,A Female Employee's Taste,5.2,32
"[35, 80, 9648]",50022,en,"When an international border dispute arises between the U.S. and Canada, the Super Troopers- Mac, Thorny, Foster, Rabbit and Farva, are called in to set up a new Highway Patrol station in the disputed area.",15.632,2018-04-19,Super Troopers 2,5.864,425
"[12, 18, 28, 36]",26842,en,Handsomely-mounted historical epic concerns the birth of the Islamic faith and the story of the prophet Mohammed.,15.631,1976-03-09,The Message,7.27,315
"[28, 80, 9648]",531384,cn,"The Hong Kong police is hunting a counterfeiting gang led by a mastermind code-named ""Painter"" . The gang possesses exceptional counterfeiting skills which makes it difficult to distinguish the authenticity of its counterfeit currency. The scope of their criminal activities extends globally and greatly attracts the attention of the police. In order to crack the true identity of ""Painter"", the police recruits a painter named Lee Man to assist in solving the case.",15.63,2018-09-30,Project Gutenberg,6.948,87
[18],523561,da,"On his quest for happiness, Per decides to leave Jutland and an upbringing in a strict religious home. He runs from his family and his patriarch father, and sets sail towards Copenhagen to become an engineer. Parallel to his studies, he works on a visionary energy project based on wind and wave energy, a project so much ahead of its time, that professors consider him insane and far too self-confident. However, Per’s project becomes a success and he marries the beautiful Jakobe who is a part of a wealthy Jewish family. One would imagine that Per’s happiness now is made. But Per’s childhood keeps haunting him and his dogmatic family cannot accept his new life. Despite his luck and success, Per is unable to fully cut the strings to his strict religious background, and he now fears that he will repeat his father’s patriarchist behavior.",15.628,2018-08-30,A Fortunate Man,6.796,152
"[80, 27, 53]",12192,en,"Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",15.628,2008-04-11,Pathology,5.652,427
"[878, 35, 18]",9296,en,"The career of a disillusioned producer, who is desperate for a hit, is endangered when his star walks off the film set. Forced to think fast, the producer decides to digitally create an actress ""Simone"" to sub for the star — the first totally believable synthetic actress.",15.628,2002-08-23,S1m0ne,5.923,829
"[18, 36, 10752]",8880,en,"After the Cuban Revolution, Che is at the height of his fame and power. Then he disappears, re-emerging incognito in Bolivia, where he organizes a small group of Cuban comrades and Bolivian recruits to start the great Latin American Revolution. Through this story, we come to understand how Che remains a symbol of idealism and heroism that lives in the hearts of people around the world.",15.628,2008-12-12,Che: Part Two,6.677,578
"[28, 35, 80]",11078,en,"Earl Montgomery, a bombastic police academy reject, and Hank Rafferty, a disgraced, mild-mannered cop, can't seem to escape each other. They met on opposite sides of the law during a routine traffic stop that escalated out of control; now as lowly security guards they're thrown together to bust a smuggling operation.",15.627,2003-01-17,National Security,5.9,889
"[28, 12, 35, 10751, 10752]",377447,zh,A railroad worker in China in 1941 leads a team of freedom fighters against the Japanese in order to get food for the poor.,15.625,2016-12-23,Railroad Tigers,6.0,121
"[16, 10751]",474498,en,"When young Mariah sees a darling little puppy named ""Princess"" at the pet store, she suddenly knows exactly what she wants for Christmas. But before her Christmas wish can come true, she must prove that she can dog-sit her uncle's dog, Jack, a scraggly rascal; in fact, the worst dog in the county!",15.624,2017-09-11,Mariah Carey's All I Want for Christmas Is You,5.2,56
"[18, 14]",656968,en,"London, 1843. Ebenezer Scrooge, a bitter old man, despises the Christmas holiday. Over the course of Christmas Eve night he is visited by three ghosts to show him his past, present and future.",15.623,2019-12-19,A Christmas Carol,6.738,130
"[35, 10752]",332721,en,A cinema remake of the classic sitcom Dad's Army (1968). The Walmington-on-Sea Home Guard platoon deal with a visiting female journalist and a German spy as World War II draws to its conclusion.,15.623,2016-02-05,Dad's Army,4.908,185
"[80, 18, 53]",11368,en,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",15.619,1984-09-07,Blood Simple,7.255,1257
"[28, 12, 35, 14, 878, 53]",339116,en,"Six children genetically cross-bred with avian DNA, complete with wings, take flight around the country to discover their origins.",15.617,2016-09-30,Maximum Ride,4.936,243
"[10751, 878]",16387,en,Doctor Who and his companions are hurled into the future and make a horrifying discovery: the Daleks have conquered Earth! The metal fiends have devastated entire continents and turned the survivors into Robomen.,15.617,1966-08-05,Daleks' Invasion Earth: 2150 A.D.,6.1,77
"[18, 36]",719256,en,"In the 1970s, aimless teenager Greg Laurie searches for all the right things in all the wrong places until he meets Lonnie Frisbee, a charismatic hippie/street preacher. Together with local pastor Chuck Smith, they open the doors of a languishing church to an unexpected revival.",15.616,2023-02-23,Jesus Revolution,6.81,84
"[10751, 16, 35]",287233,en,"Tom and Jerry find a dragon egg, and help the baby dragon find its mother.",15.616,2014-07-27,Tom and Jerry: The Lost Dragon,5.7,58
"[27, 53]",105904,cn,"Nerdy office worker Min gets his kicks taking sneaky snaps of his female co-workers, spying on his neighbours having rough sex, and coating himself in oil before bashing one out to internet porn; things change, however, when he mixes ingredients from his late grandfather's medicine shop to create the ultimate aphrodisiac/date-rape drug, which he uses to satisfy both his sexual urges and his desire for revenge on office bullies Winnie and Peter.",15.616,2000-09-23,Naked Poison,5.8,10
[35],15276,en,"Teenager Deacon works at a video shop, and his buddies, Fred and Matt, sell the bootleg porno films he acquires. Deacon gets fired, but the pals have the bright idea of filming their own Internet porn flick in order to make money and become more popular at school. Hijinks ensue as they cast and create their movie, but porn industry player Vic Ramalot grows jealous of their burgeoning success and tries to put a stop to the project.",15.616,2005-10-21,Barely Legal,6.1,260
"[16, 12, 18, 10749, 878]",12924,ja,"In a post-war alternative timeline, Japan is divided into the North, controlled by the Union, and the South, controlled by the United States. A mysterious high tower rises within the borders of the Union. Three high school students promise to cross the border with a self-built airplane and unravel the secret of the tower.",15.615,2004-11-20,The Place Promised in Our Early Days,6.58,464
"[10752, 53, 18]",334522,en,"Berlin in June of 1940. While Nazi propaganda celebrates the regime’s victory over France, a kitchen-cum-living room in Prenzlauer Berg is filled with grief. Anna and Otto Quangel’s son has been killed at the front. This working class couple had long believed in the ‘Führer’ and followed him willingly, but now they realise that his promises are nothing but lies and deceit. They begin writing postcards as a form of resistance and in a bid to raise awareness: Stop the war machine! Kill Hitler! Putting their lives at risk, they distribute these cards in the entrances of tenement buildings and in stairwells. But the SS and the Gestapo are soon onto them, and even their neighbours pose a threat.",15.614,2016-02-15,Alone in Berlin,6.7,354
"[35, 80]",11896,en,"Larry Donner, an author with a cruel ex-wife, teaches a writing workshop in which one of his students, Owen, is fed up with his domineering mother. When Owen watches a Hitchcock classic that seems to mirror his own life, he decides to put the movie's plot into action and offers to kill Larry's ex-wife, if Larry promises to murder his mom. Before Larry gets a chance to react to the plan, it seems that Owen has already set things in motion.",15.614,1987-12-11,Throw Momma from the Train,6.183,498
"[36, 10752, 18]",788045,nl,"Based on the real-life friendship between Anne Frank and Hannah Goslar, from Nazi-occupied Amsterdam to their harrowing reunion in a concentration camp.",15.613,2021-10-07,My Best Friend Anne Frank,6.876,213
"[28, 878, 16]",503314,ja,"Earth is peaceful following the Tournament of Power. Realizing that the universes still hold many more strong people yet to see, Goku spends all his days training to reach even greater heights. Then one day, Goku and Vegeta are faced by a Saiyan called 'Broly' who they've never seen before. The Saiyans were supposed to have been almost completely wiped out in the destruction of Planet Vegeta, so what's this one doing on Earth? This encounter between the three Saiyans who have followed completely different destinies turns into a stupendous battle, with even Frieza (back from Hell) getting caught up in the mix.",15.613,2018-12-14,Dragon Ball Super: Broly,7.889,2737
"[18, 10749]",444902,en,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle, and nothing is ever the same for anyone in the Houseman family.",15.612,2017-05-24,Dirty Dancing,5.539,412
"[18, 10749]",11986,fr,A lackadaisical handyman and aspiring novelist tries to support his younger girlfriend as she slowly succumbs to madness.,15.61,1986-04-09,Betty Blue,7.241,371
"[18, 53, 12]",204,fr,"In a run-down South American town, four men are paid to drive trucks loaded with nitroglycerin into the jungle through to the oil field. Friendships are tested and rivalries develop as they embark upon the perilous journey.",15.61,1953-04-22,The Wages of Fear,8.031,817
"[80, 18, 10751]",257,en,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",15.608,2005-09-23,Oliver Twist,6.736,1103
"[878, 53, 9648, 27]",4858,en,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late.",15.607,2007-08-17,The Invasion,6.017,1382
"[28, 12, 18, 36, 10752]",27759,en,"Diplomats, soldiers and other representatives of a dozen nations fend off the siege of the International Compound in Peking during the 1900 Boxer Rebellion. The disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the Boxers by the Empress of China and her generals.",15.605,1963-05-06,55 Days at Peking,7.017,145
"[27, 80, 53]",313922,en,"A punk rock band becomes trapped in a secluded venue after finding a scene of violence. For what they saw, the band themselves become targets of violence from a gang of white power skinheads, who want to eliminate all evidence of the crime.",15.604,2016-04-15,Green Room,6.7,2491
"[18, 10749]",17015,en,"Anne Elliot, the daughter of a financially troubled aristocratic family, is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful, and perhaps still in love with Anne.",15.603,1995-05-01,Persuasion,7.064,118
"[35, 27, 53, 9648]",139455,en,The police force of a remote Midwestern town search for a killer Santa Claus who is picking off citizens on Christmas Eve.,15.602,2012-11-30,Silent Night,5.248,264
"[35, 10749]",11775,en,A revenge-seeking gold digger marries a womanizing Beverly Hills lawyer with the intention of making a killing in the divorce.,15.602,2003-09-02,Intolerable Cruelty,5.926,1368
[35],1046064,es,"Cachin's friends are back. After overcoming many adversities, an inheritance will put them to the test, facing funny situations and dark characters that will try to boycott one of their greatest dreams.",15.601,2023-02-09,¡Asu Mare! Los amigos,6.6,67
"[80, 53]",302,en,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime.",15.601,2003-05-21,Swimming Pool,6.498,635
"[18, 36]",323677,en,"Based on the story of Jesse Owens, the athlete whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",15.598,2016-02-19,Race,7.3,1458
"[35, 28, 14]",203739,en,"Rose, a rebellious half-vampire/half-human guardian-in-training and her best friend, Lissa -- a mortal, royal vampire Princess - have been on the run when they are captured and returned to St. Vladamirs Academy, the very place where they believe their lives may be in most jeopardy. Rose will sacrifice everything to protect Lissa from those who intend to exploit her from within the Academy walls and the Strigoi (immortal, evil vampires) who hunt her kind from outside its sanctuary.",15.598,2014-02-07,Vampire Academy,6.34,1663
"[18, 53, 10749]",96141,en,"When a hip-hop promoter is bailed out of a hefty debt by a club owner, he becomes one of her call boys and nearly loses his life in the process.",15.596,2004-12-28,Trois: The Escort,6.0,12
"[10752, 28, 18]",10652,en,"The men of Bravo Company are facing a battle that's all uphill… up Hamburger Hill. Fourteen war-weary soldiers are battling for a mud-covered mound of earth so named because it chews up soldiers like chopped meat. They are fighting for their country, their fellow soldiers and their lives. War is hell, but this is worse. Hamburger Hill tells it the way it was, the way it really was. It's a raw, gritty and totally unrelenting dramatic depiction of one of the fiercest battles of America's bloodiest war. This happened. Hamburger Hill - war at its worst, men at their best.",15.595,1987-08-07,Hamburger Hill,6.544,408
"[28, 18]",377823,zh,"Determined to pass down his art, the Final Master of Wing Chun is caught in a power struggle with malicious local officials and ultimately must choose between personal honor and his master’s dying wish.",15.594,2015-12-10,The Final Master,6.9,75
"[27, 53, 9648]",1072074,en,"After a near-fatal car accident, Sam wakes to discover he is trapped in an abandoned hospital by mysterious and sinister forces that have no intention of letting him leave…",15.593,2023-02-10,Disquiet,6.451,51
"[27, 53]",485774,en,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,15.593,2018-01-19,The Open House,3.703,1297
"[35, 10749]",11137,en,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and has come to the US to quench his thirst for rebellion. Paige and Edward come from two different worlds, but there is an undeniable attraction between them.",15.593,2004-03-28,The Prince & Me,6.183,927
"[18, 53, 80]",1075334,en,"The TRUE STORY of how Kara Robinson was kidnapped, assaulted and held captive for 18 hours, 15-year-old Kara Robinson plots a daring escape from a serial killer's apartment.",15.588,2023-02-11,The Girl Who Escaped: The Kara Robinson Story,7.314,59
"[35, 28, 12, 10751, 10749]",17047,en,"With all-new gadgets, high-flying action, exciting chases and a wisecracking new handler, Derek (Anthony Anderson), Cody has to retrieve the device before the world's leaders fall under the evil control of a diabolical villain.",15.588,2004-03-12,Agent Cody Banks 2: Destination London,5.521,580
"[35, 80, 12, 14]",1870,fr,"In the second episode of the trilogy Fantômas kidnaps distinguished scientist professor Marchand with the aim to develop a super weapon that will enable him to menace the world. Fantômas is also planning to abduct a second scientist, professor Lefebvre.",15.588,1965-12-08,Fantomas Unleashed,6.764,462
"[12, 18, 36, 53]",440642,ru,"March 1965. In the heat of the Cold War, the USA and the USSR are competing for supremacy in space. What both superpowers aim for in this race, is to be the first to have a man walk in outer space. To accomplish that, no price is too high and no risk is too great. Now it’s up to the unlikely duo of a seasoned war veteran and a hot-headed test-pilot to fulfill this mission. Two men in a tiny spaceship, without proper testing, facing the complete unknown. They were supposed to do what no man has done before—and no man imagined what would happen next.",15.586,2017-04-06,The Spacewalker,7.076,288
"[14, 16, 878]",50388,ja,"A mysterious virus, nicknamed Medusa, is spreading around Japan, turning its victims into stone. Given the impossibility of finding an immediate cure, the government opts for cryopreserving a select group of patients until they come up with a solution. Kasumi, one of the chosen ones, has been asleep for years and her awakening, more than a bed of roses, is a bed of thorns, and happens in the midst of total chaos where monstrous creatures lie in wait all around.",15.586,2010-05-01,King of Thorn,6.593,134
"[28, 12, 35]",17169,en,"Philo takes part in a bare knuckle fight - as he does - to make some more money than he can earn from his car repair business. He decides to retire from fighting, but when the Mafia come along and arrange another fight, he is pushed into it. A motorcycle gang and an orangutan called Clyde all add to the 'fun'.",15.585,1980-12-17,Any Which Way You Can,5.799,296
"[27, 878]",9638,en,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",15.584,1979-03-28,Phantasm,6.6,620
"[35, 18]",574241,en,"After moving to a retirement community, loner Martha eventually befriends her fun-loving neighbor, Sheryl, and forms a cheerleading club for young-at-heart seniors, though they face roadblocks along the way.",15.582,2019-05-09,Poms,6.53,198
"[35, 18, 10749]",447759,ko,"Chi-soo is a repeater who gets bullied by his friends. However, he had a secret about his body that rumors wouldn't die down about...  The secret was that he was the possessor of an outstanding package. Rumors about Chi-soo spread and all the women begin to desire him.  Chi-soo who realizes what he has, takes revenge on those who bullied him by conquering all their women...",15.582,2017-03-14,Adult Only Institute,4.7,11
"[18, 10749, 53]",30301,it,"Trapped in an unhappy marriage, the wife of a high ranking Fascist official starts a dangerous, self-destructive relationship with a duplicitous S.S. Officer.",15.579,2002-04-12,Black Angel,5.355,62
[35],7288,en,"When a young couple buys their dream home, they have no idea what the sweet little old lady upstairs is going to put them through!",15.579,2003-09-26,Duplex,6.096,1572
[18],996108,zh,"This is a story of reminiscence, remembering my long-deceased Grandpa. To remember is to transcend, therefore it’s a story of time and space, overlapped and intertwined. It’s also a quest of love and work, a spiritual and emotional journey; and through which values are re-examined and life reaffirmed.",15.578,2023-11-17,Be With Me,0.0,0
"[12, 27, 878]",10973,en,"When scientists exploring the Amazon River stumble on a “missing link” connecting humans and fish, they plan to capture it for later study. But the Creature has plans of his own, and has set his sights on the lead scientist's beautiful fiancée, Kay.",15.577,1954-03-05,Creature from the Black Lagoon,6.856,686
"[18, 27, 53]",472269,en,A disgraced children’s puppeteer returns to his childhood home and is forced to confront his wicked stepfather and the secrets that have tortured him his entire life.,15.575,2018-10-26,Possum,6.25,224
"[28, 10752, 18]",260063,en,"Seal Team Eight must fight their way deep into Africa's Congo, decommission a secret uranium mine, and stop our most dangerous enemy from smuggling weapon's grade yellow-cake out of the country.",15.575,2014-05-23,Seal Team Eight: Behind Enemy Lines,6.018,139
"[28, 35, 878, 16]",71172,ja,"Odd Jobs Gin has taken on a lot of odd work in the past, and when you're a Jack of All Trades agency based in a feudal Japan that's been conquered and colonized by aliens, the term ""Odd Jobs"" means REALLY ODD jobs. But when some more than slightly suspicious secrets from the shadows of Gintoki Sakata's somewhat shady former samurai past and a new pair of odd jobs collide, the action is bound to get so wild and demented that only a feature film will do it justice!",15.575,2010-04-24,Gintama: The Movie,7.442,77
"[12, 28, 18]",23759,en,"Britain, A.D. 117. Quintus Dias, the sole survivor of a Pictish raid on a Roman frontier fort, marches north with General Virilus' legendary Ninth Legion, under orders to wipe the Picts from the face of the Earth and destroy their leader, Gorlacon.",15.575,2010-02-15,Centurion,6.197,1290
"[10402, 18, 10751, 10749]",412519,en,"While attending college in Cape Town, Melea Martin feels constrained by the school's strict policies, and decides to set out on her own. Searching for a way to use her talents as a dancer and inspire the community around her, Melea rents a failing theater in order to put on a Hip-Hop Romeo and Juliet performance. But much like the Capulets and Montagues, conflicts between cast members threaten to bring the whole performance to a halt...",15.574,2016-11-30,Honey 3: Dare to Dance,6.628,207
"[18, 14, 53]",149509,en,"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.",15.574,2013-09-06,Horns,6.294,2173
"[99, 18]",8940,en,"Director James Toback takes an unflinching, uncompromising look at the life of Mike Tyson--almost solely from the perspective of the man himself. TYSON alternates between the controversial boxer addressing the camera and shots of the champion's fights to create an arresting picture of the man.",15.574,2008-05-16,Tyson,6.8,109
"[18, 10749]",15143,en,"A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.",15.573,1987-02-27,Some Kind of Wonderful,6.864,430
[18],27029,en,"After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II.",15.569,1959-06-18,The Nun's Story,7.138,159
"[10749, 35]",873256,pl,"Convinced he can charm any woman, a tenacious flirt sets his sights on a headstrong bride-to-be engaged to the son of an ambitious politician.",15.566,2023-04-26,"Kiss, Kiss!",5.9,30
"[10749, 35]",11648,en,"Sarah Nolan is a newly divorced woman cautiously rediscovering romance with the enthusiastic but often misguided help of her well-meaning family. As she braves a series of hilarious disastrous mismatches and first dates, Sarah begins to trust her own instincts again and learns that, no matter what, it's never a good idea to give up on love.",15.565,2005-07-21,Must Love Dogs,5.885,434
"[80, 18, 53]",327,en,"A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles, where he is taken in by his little brother and his brother’s gang.",15.565,2000-12-13,Brother,7.2,405
"[80, 53, 9648]",934957,en,"When strange, supernatural murders suddenly become the talk a peaceful town, two detectives must solve a deadly game, but will the myth of this game reveal secrets too close to home.",15.562,2022-03-10,The Darker the Lake,5.52,25
"[18, 36]",9918,en,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",15.562,2006-01-13,Glory Road,7.432,672
[99],557635,en,After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a perfomer's life once retired.,15.561,2018-10-30,After Porn Ends 3,5.4,96
"[12, 18, 10749]",514921,en,"In 1862, daredevil balloon pilot Amelia Wren teams up with pioneering meteorologist James Glaisher to advance human knowledge of the weather and fly higher than anyone in history. While breaking records and advancing scientific discovery, their voyage to the very edge of existence helps the unlikely pair find their place in the world they have left far below them. But they face physical and emotional challenges in the thin air, as the ascent becomes a fight for survival.",15.561,2019-11-04,The Aeronauts,6.805,1012
"[35, 18, 10749]",8849,en,"In Manhattan, the British limousine driver Alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. His best friends are his colleague Marlon and his girl-friend Lonette. Alfie has a brief affair with Lonette, and the consequences force Alfie to reflect on his lifestyle.",15.561,2004-10-22,Alfie,5.792,749
"[35, 18, 10749]",4587,en,"Fifteen-year-old Charlotte Flax is tired of her wacky mom moving their family to a different town any time she feels it is necessary. When they move to a small Massachusetts town and Mrs. Flax begins dating a shopkeeper, Charlotte and her 9-year-old sister, Kate, hope that they can finally settle down. But when Charlotte's attraction to an older man gets in the way, the family must learn to accept each other for who they truly are.",15.559,1990-12-14,Mermaids,6.721,457
"[28, 27, 18]",276624,ja,"Hideo Suzuki is a 35-year-old mangaka assistant, whose life seem to be stuck around his exhausting but low-paying job, unfulfilled dreams, strange hallucinations and unsatisfying relationships. He sees himself as a supporting character in his own life, has low self-esteem, resulting in frustration. One day, the world as Hideo knows it is shattered by the presence of a disease that turns people into homicidal maniacs, whose first instinct is to attack and devour the nearest human.",15.555,2016-04-23,I Am a Hero,7.359,369
"[28, 80, 18, 53]",41482,ja,"In the fifth film of the Lone Wolf and Cub series, Ogami Itto is challenged by five warriors, each has one fifth of Ogami's assassin fee and one fifth of the information he needs to complete his assassination.",15.555,1973-08-11,Lone Wolf and Cub: Baby Cart in the Land of Demons,7.3,106
"[10749, 53, 18]",451955,fr,"Chloé, a fragile young woman, falls in love with her psychoanalyst, Paul. A few months later she moves in with him, but soon discovers that her lover is concealing a part of his identity.",15.552,2017-05-26,Double Lover,6.08,492
"[18, 36, 53]",493551,en,"In 1960, a team of Israeli secret agents is deployed to find Adolf Eichmann, the infamous Nazi architect of the Holocaust, supposedly hidden in Argentina, and get him to Israel to be judged.",15.551,2018-08-29,Operation Finale,6.715,894
[35],55465,en,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.",15.55,2011-11-04,A Very Harold & Kumar Christmas,6.014,875
[99],44639,en,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",15.549,2010-10-08,Inside Job,7.711,863
[27],29756,en,"Reclusive Dr. Zorba has died and left his mansion to his nephew Cyrus and his family. They will need to search the house to find the doctor's fortune, but along with the property they have also inherited the occultist's collection of 13 ghosts.",15.549,1960-07-18,13 Ghosts,5.7,134
"[53, 27, 18]",777620,en,"An African American male is imprisoned and placed in solitary confinement after being found guilty of murdering his wife, as he's haunted by internal demons and his dead wife, and pushed to the breaking point by an abusive female guard.",15.548,2021-01-26,Caged,6.396,106
"[28, 35, 80]",342521,en,Friends hatch a plot to retrieve a stolen cat by posing as drug dealers for a street gang.,15.548,2016-04-21,Keanu,6.066,976
"[18, 10749]",9499,en,"While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer.",15.548,2003-08-08,Le Divorce,4.9,127
