genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
"[16, 14, 18]",476292,ja,"Maquia is a member of a special race called the Iorph who can live for hundreds of years. However, Maquia has always felt lonely despite being surrounded by her people, as she was orphaned from a young age. She daydreams about the outside world, but dares not travel from her home due to the warnings of the clan's chief.  One day the kingdom of Mezarte invades her homeland. They already have what is left of the giant dragons, the Renato, under their control, and now their king wishes to add the immortality to his bloodline.  They ravage the Iorph homeland and kill most of its inhabitants. Caught in the midst of the attack, Maquia is carried off by one of the Renato. It soon dies, and she is left deserted in a forest, now truly alone save for the cries of a single baby off in the distance. Maquia finds the baby in a destroyed village and decides to raise him as her own, naming him Ariel. Although she knows nothing of the human world, how to raise a child that ages much faster than her.",28.306,2018-02-24,Maquia: When the Promised Flower Blooms,8.2,561
"[35, 10751]",14306,en,"A newly married couple, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",32.799,2008-12-25,Marley & Me,7.2,4341
"[16, 10751, 35]",1058732,en,"This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.",38.743,2022-12-15,The Simpsons Meet the Bocellis in Feliz Navidad,5.984,63
"[35, 10749]",10327,en,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",23.796,2003-07-02,"Legally Blonde 2: Red, White & Blonde",5.651,1441
"[28, 12, 878]",200085,ko,"A case of the flu quickly morphs into a pandemic. As the death toll mounts and the living panic, the government plans extreme measures to contain it.",34.449,2013-08-14,The Flu,7.534,1101
[53],108450,it,"Mark, a hitman haunted by his past as a corrupt Miami cop and the death of his wife and son,  prepares for his next killing. Gradually he becomes fascinated by the beautiful prostitute who lives in the next apartment and they embark on a passionate affair. Their dreams of a life together are complicated by her pimp being a drugs baron; before they can escape he must die, but things are never that simple...",24.973,1992-05-22,The Smile of the Fox,5.6,31
"[53, 27, 28]",511987,en,"When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.",23.053,2019-07-11,Crawl,6.312,2894
"[878, 28]",44943,en,"When once distant UFOs become a terrifying threat attacking Earth, a Marine staff sergeant and his team take it upon themselves to face the enemy and protect what remains of the planet.",36.495,2011-03-08,Battle: Los Angeles,5.737,3211
"[28, 12, 35, 10751, 14, 878]",1499,en,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",32.992,1993-03-17,Teenage Mutant Ninja Turtles III,5.345,734
[27],9731,en,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",42.388,1985-03-22,Friday the 13th: A New Beginning,5.288,1030
[18],50270,it,"A young country girl comes to town and works in a brothel in order to help her fiance get the money to start his own business. ""Paprika"" is the name given to her by the madam.",29.875,1991-02-13,Paprika,7.0,367
[35],1160007,es,"Checo and Chuma decide to use their criminal skills to do good and help people. Along the way, they learn that friendship and love are more than just clichés.",40.971,2023-08-04,Divine Intervention,8.23,50
[18],695568,en,"A struggling family, already on the verge of disintegration, faces new challenges that will test their faith in God and each other.",32.623,2020-04-21,Finding Grace,5.7,19
"[16, 12, 10751, 35, 10770]",677638,en,"When Grizz, Panda, and Ice Bear's love of food trucks and viral videos get out of hand, the brothers are now chased away from their home and embark on a trip to Canada, where they can live in peace.",28.052,2020-06-30,We Bare Bears: The Movie,7.818,781
"[35, 18]",120467,en,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",36.542,2014-02-26,The Grand Budapest Hotel,8.052,13925
"[12, 14]",2268,en,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",33.039,2007-12-04,The Golden Compass,6.048,4284
"[28, 878, 12, 9648]",75612,en,"Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",31.081,2013-04-10,Oblivion,6.623,10099
"[18, 10749]",142,en,"Rodeo cowboy Jack and ranch hand Ennis are hired as sheepherders in 1963 Wyoming. One night on Brokeback Mountain, they spark a physical relationship. Though Ennis marries his longtime sweetheart and Jack marries a fellow rodeo rider, they keep up their tortured, sporadic love affair for 20 years.",31.075,2005-09-10,Brokeback Mountain,7.801,6482
"[878, 28, 12]",8536,en,"Three escaped criminals from the planet Krypton test the Man of Steel's mettle. Led by General Zod, the Kryptonians take control of the White House and partner with Lex Luthor to destroy Superman and rule the world. But Superman, who attempts to make himself human in order to get closer to Lois, realizes he has a responsibility to save the planet.",31.062,1980-12-04,Superman II,6.732,2085
"[28, 12, 18, 36, 10749, 10752]",9361,en,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",31.06,1992-08-26,The Last of the Mohicans,7.393,2804
"[16, 35]",1059572,ja,"40-years ago, there was a prophecy claiming that in the year of “20” and “23”, two emitting lights would come to the Earth from outer space. And the dark light with strong power will bring out a huge disaster. In the summer of 2023, as predicted, two mysterious lights approach Japan and descend on Kasukabe. The white light hits Shin-chan, which makes him get a superpower. Meanwhile, a man called Mitsuru Hiriya, has been bathed in dark light and has acquired psychic powers begins to run amok. A man who wants the destruction of the world, Hiriya VS A happy-go-lucky kindergarten child, Shinnosuke. A superpower battle is going to begin!",37.87,2023-08-04,New Dimension! Crayon Shinchan the Movie: Battle of Supernatural Powers ~Flying Sushi~,8.0,1
"[53, 9648, 18, 80]",346685,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",27.415,2016-10-05,The Girl on the Train,6.432,5457
"[10751, 12, 35, 14, 28]",751503,de,"Melanie is a new pupil at the Otto Leonhard High School, and Felix takes a real shine to this newbie, much to the annoyance of Ella and Felix’s gang. They believe that Melanie is responsible for a number of small thefts that have been happening at the school since she arrived. Events take a drastic turn when the class goes on a school trip. When Felix’s friends almost mess up his date with Melanie, he shrinks them spontaneously to a tenth of their size. Just for a short time, he thinks to himself. But once Melanie has left, the magic ball to restoring his friends to their proper size has also disappeared. Is Melanie behind the thefts after all? In the process, Felix not only has to shrink himself, he also must confess his love to Melanie and admit his mistakes to his friends.",30.939,2021-09-02,"Help, I Shrunk My Friends",5.147,17
[99],1187872,es,"From humble origins to soccer legend, this documentary captures the rise of Colombia’s René Higuita, from iconic career to personal controversies.",28.033,2023-11-02,Higuita: The Way of the Scorpion,6.833,3
"[16, 35, 10751, 80]",10982,en,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",31.022,2005-12-16,Hoodwinked!,6.21,1627
"[18, 53, 9648]",399057,en,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways.",31.02,2017-10-20,The Killing of a Sacred Deer,7.015,3460
[35],9352,en,"When Scott learns that his longtime cyber-buddy from Berlin is a gorgeous young woman, he and his friends embark on a trip across Europe.",31.017,2004-02-20,EuroTrip,6.6,2328
"[18, 28, 53]",11713,zh,"Chen Chen returns to his former school in Shanghai when he learns that his beloved instructor has been murdered. While investigating the man's death, Chen discovers that a rival Japanese school is operating a drug smuggling ring. To avenge his master’s death, Chen takes on both Chinese and Japanese assassins… and even a towering Russian.",31.014,1972-03-22,Fist of Fury,7.289,855
"[35, 878, 9648]",736769,en,A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy lurking directly beneath their neighborhood.,33.322,2023-06-14,They Cloned Tyrone,6.711,398
[18],7345,en,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",31.003,2007-12-26,There Will Be Blood,8.1,6069
"[9648, 36, 53, 35, 80]",664469,en,"In the 1930s, three friends—a doctor, a nurse, and an attorney—witness a murder, become suspects themselves and uncover one of the most outrageous plots in American history.",30.999,2022-09-27,Amsterdam,6.1,1203
"[27, 53]",794,en,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",30.994,1976-06-25,The Omen,7.394,1850
"[16, 35, 10751]",65759,en,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",30.99,2011-11-17,Happy Feet Two,6.116,1479
"[18, 53]",329981,en,"A widowed child psychologist lives in an isolated existence in rural New England. When caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",18.592,2016-11-11,Shut In,5.298,657
"[18, 80, 28]",10648,en,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",30.984,1973-12-13,Magnum Force,7.136,951
"[16, 18]",83389,ja,Two high schoolers find hope as they fight to save an old wartime era clubhouse from destruction during the preparations for the 1964 Tokyo Olympics.,25.35,2011-07-16,From Up on Poppy Hill,7.531,1566
"[27, 53]",13510,en,"When a young couple goes to a remote wooded lake for a romantic getaway, their quiet weekend is shattered by an aggressive group of local kids. Rowdiness quickly turns to rage as the teens terrorize the couple in unimaginable ways, and a weekend outing becomes a bloody battle for survival.",31.273,2008-09-12,Eden Lake,6.805,1597
"[18, 14]",454286,en,"Pastor Dave responds to the unimaginable tragedy of having his church, located on the grounds of the local university, burned down.",31.263,2018-03-30,God's Not Dead: A Light in Darkness,6.645,193
"[878, 18]",2277,en,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",31.26,1999-12-17,Bicentennial Man,7.237,3371
"[35, 9648]",1058696,es,"A filmmaker facing an existential crisis goes on a vacation to a Mexican gay nudist beach, where he meets a social media celebrity who convinces him to collaborate with him on his new TV show. But one disappears and another embarks on a wild journey through Mexico City to find him.",31.257,2023-09-08,Rotting in the Sun,7.2,29
[27],242512,en,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,31.257,2014-10-24,Ouija,5.153,2527
"[10749, 18]",419478,en,"Katie, a 17-year-old, has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",31.252,2018-03-22,Midnight Sun,7.794,3250
"[16, 35, 10751]",62214,en,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",31.252,2012-10-04,Frankenweenie,6.956,3077
"[53, 28, 878, 80]",9349,en,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",31.247,1992-07-10,Universal Soldier,6.261,1526
[18],53932,es,"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger.",31.238,1990-12-03,The Ages of Lulu,6.31,226
"[28, 53, 80]",9335,en,"Professional driver Frank Martin is living in Miami, where he is temporarily filling in for a friend as the chauffeur for a government narcotics control policymaker and his family. The young boy in the family is targeted for kidnapping, and Frank immediately becomes involved in protecting the child and exposing the kidnappers.",31.223,2005-08-03,Transporter 2,6.312,3329
"[35, 28, 878]",11918,en,"The team behind Scary Movie takes on the comic book genre in this tale of Rick Riker, a nerdy teen imbued with superpowers by a radioactive dragonfly. And because every hero needs a nemesis, enter Lou Landers, aka the villainously goofy Hourglass.",31.221,2008-03-28,Superhero Movie,5.244,1661
[27],10283,en,"Jason ships out aboard a teen-filled ""love boat"" bound for New York, which is soon transformed into the ultimate voyage of the damned.",31.22,1989-07-28,Friday the 13th Part VIII: Jason Takes Manhattan,4.952,941
[18],13078,en,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael, a father Shirley works for, confesses he's unhappy with married life. Shirley has a crush on Michael, and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip, which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",31.211,2008-05-09,The Babysitters,5.907,402
"[16, 10751, 35, 12, 14]",410113,en,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,31.21,2021-08-20,The Loud House Movie,7.393,163
"[35, 10749]",1072790,en,"Despite an amazing first date, Bea and Ben's initial attraction quickly turns sour. However, when they unexpectedly find themselves at a destination wedding in Australia, they pretend to be the perfect couple to keep up with appearances at this wedding.",31.202,2023-12-22,Anyone But You,0.0,0
"[10749, 35]",603661,en,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",31.197,2021-12-09,The Hating Game,7.422,877
"[12, 18, 36, 10752]",947,en,"The story of British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",31.174,1962-12-11,Lawrence of Arabia,7.985,2724
"[35, 10749]",1581,en,"Two women, one from the United States and one from the United Kingdom, swap homes at Christmas time after bad breakups with their boyfriends. Each woman finds romance with a local man but realizes that the imminent return home may end the relationship.",31.169,2006-12-08,The Holiday,7.078,4634
"[18, 10749, 12, 14]",29993,en,"When strongman Samson rejects the love of the beautiful Philistine woman Delilah, she seeks vengeance that brings horrible consequences they both regret. The classic story of Samson and Delilah as told by Cecil B. DeMille.",31.167,1949-12-21,Samson and Delilah,6.566,189
"[16, 12, 10751]",1084244,en,The next entry in the Toy Story franchise. Plot TBA.,31.154,,Toy Story 5,0.0,0
[27],259072,en,"A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs, a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally, a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living, that for generations, the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",38.997,2014-08-22,Wrong Turn 6: Last Resort,5.368,784
"[18, 10749]",73134,fr,Teenage Julien loves his teenage cousin Julia among flowers in summer of '39 France.,30.271,1980-11-19,Tender Cousins,5.775,51
"[53, 878, 9648]",45612,en,"When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, he discovers he's part of a mission to find the bomber of a Chicago commuter train.",35.743,2011-03-30,Source Code,7.299,7762
"[80, 18]",504172,en,"Earl Stone, a man in his eighties, is broke, alone, and facing foreclosure of his business when he is offered a job that simply requires him to drive. Easy enough, but, unbeknownst to Earl, he's just signed on as a drug courier for a Mexican cartel. He does so well that his cargo increases exponentially, and Earl hit the radar of hard-charging DEA agent Colin Bates.",23.949,2018-12-14,The Mule,6.829,4633
"[16, 28, 35, 878]",474395,en,"All the major DC superheroes are starring in their own films, all but the Teen Titans, so Robin is determined to remedy this situation by getting over his role as a sidekick and becoming a movie star. Thus, with a few madcap ideas and an inspirational song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams.",29.197,2018-07-27,Teen Titans Go! To the Movies,7.347,1043
"[10749, 18]",761053,en,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,28.004,2020-11-19,Gabriel's Inferno: Part III,8.406,1028
"[14, 16, 878, 10751, 28]",8965,en,Milo and Kida reunite with their friends to investigate strange occurances around the world that seem to have links to the secrets of Atlantis.,29.911,2003-02-25,Atlantis: Milo's Return,6.3,3740
"[16, 10751]",23566,en,"Corinne (Barbie) is a young country girl who heads to Paris to pursue her big dream – to become a female musketeer! Never could she imagine she would meet three other girls who secretly share the same dream! Using their special talents, the girls work together as a team to foil a plot and save the prince. It's all for one and one for all!",32.237,2009-09-15,Barbie and the Three Musketeers,7.3,622
[53],192141,en,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",38.188,2015-08-26,No Escape,6.915,2372
"[27, 9648]",23827,en,"After a young, middle-class couple moves into what seems like a typical suburban house, they become increasingly disturbed by a presence that may or may not be demonic but is certainly the most active in the middle of the night.  Followed by five terrifying installments in the franchise, this is the original found-footage shocker that started it all.",30.132,2007-09-14,Paranormal Activity,5.993,4715
"[28, 53]",760868,sv,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",32.008,2022-03-18,Black Crab,6.242,710
"[28, 80, 878]",302156,en,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III.",36.681,2016-04-07,Criminal,6.174,1611
"[12, 14, 28]",32985,en,"A nomadic 16th century warrior, condemned to hell for his brutal past, seeks redemption by renouncing violence, but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.",26.727,2009-09-16,Solomon Kane,6.0,1285
"[35, 9648, 10751, 28, 12]",383785,zh,"Two professors team up to locate a lost treasure and embark on an adventure that takes them from a Tibetan ice cave to Dubai, and to a mountain temple in India.",25.679,2017-01-27,Kung Fu Yoga,5.82,337
"[28, 18, 10752, 10749, 53]",369885,en,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",21.178,2016-11-17,Allied,6.782,4277
"[10751, 35]",11806,en,"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.",26.121,1992-04-03,Beethoven,5.786,1926
[27],11906,it,An American newcomer to a prestigious German ballet academy comes to realize that the school is a front for something sinister amid a series of grisly murders.,28.97,1977-02-01,Suspiria,7.5,2684
"[35, 10749]",9603,en,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",35.92,1995-07-19,Clueless,7.271,4062
"[9648, 878]",2666,en,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",29.32,1998-02-27,Dark City,7.329,2557
"[16, 35, 14]",877183,en,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",29.994,2021-11-12,The Simpsons in Plusaversary,6.553,390
"[27, 53]",794,en,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",30.994,1976-06-25,The Omen,7.394,1850
"[16, 35, 10751]",65759,en,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",30.99,2011-11-17,Happy Feet Two,6.116,1479
"[35, 18, 10751]",196867,en,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",30.984,2014-12-19,Annie,6.249,1224
"[18, 80, 28]",10648,en,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",30.984,1973-12-13,Magnum Force,7.136,951
"[16, 10751, 12, 14, 28]",10228,ja,"Determined to prove its superiority, a bio-engineered Pokémon called Mewtwo lures Ash, Pikachu and others into a Pokemon match like none before.",30.974,1998-07-18,Pokémon: The First Movie,6.914,1349
"[14, 10749, 35]",593910,en,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",30.971,2021-09-03,Cinderella,6.4,1275
"[28, 80]",9604,en,A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.,30.965,1988-06-17,Red Heat,6.197,1326
"[28, 80, 53]",513692,cn,"Cheung Sung-bong is a highly respected cop with a long history of success in dangerous cases. However, his past soon comes back to haunt him when a former protégé resurfaces, seeking revenge.",30.96,2021-07-28,Raging Fire,6.913,178
"[35, 27]",11797,en,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him.",30.952,1985-08-02,Fright Night,7.032,1228
"[12, 27, 28]",4283,en,A news team is sent to Burundi to capture and bring home a legendary 25-foot crocodile. Their difficult task turns potentially deadly when a warlord targets them for death.,30.942,2007-01-12,Primeval,6.0,354
"[80, 18, 53, 27]",73475,de,"Susan arrives in Haiti to live with her husband Jack, who lives with a lesbian housekeeper and Olga, a nymphomaniac platinum blonde, introduced to her as Jack's sister. Susan begins to have nightmares about voodoo ceremonies and murder.",30.941,1977-12-09,Call of the Blonde Goddess,5.714,49
"[10751, 12, 35, 14, 28]",751503,de,"Melanie is a new pupil at the Otto Leonhard High School, and Felix takes a real shine to this newbie, much to the annoyance of Ella and Felix’s gang. They believe that Melanie is responsible for a number of small thefts that have been happening at the school since she arrived. Events take a drastic turn when the class goes on a school trip. When Felix’s friends almost mess up his date with Melanie, he shrinks them spontaneously to a tenth of their size. Just for a short time, he thinks to himself. But once Melanie has left, the magic ball to restoring his friends to their proper size has also disappeared. Is Melanie behind the thefts after all? In the process, Felix not only has to shrink himself, he also must confess his love to Melanie and admit his mistakes to his friends.",30.939,2021-09-02,"Help, I Shrunk My Friends",5.147,17
"[53, 28, 80, 18]",553604,en,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.",30.923,2020-09-03,Honest Thief,6.522,1574
"[16, 35, 10751]",9408,en,"A young surfer enters his first contest, hoping a win will earn him respect. But an encounter with a laid-back local forces him to rethink his values.",30.917,2007-06-08,Surf's Up,6.394,2282
"[16, 10751]",77950,en,The tale of an ordinary garden snail who dreams of winning the Indy 500.,30.914,2013-07-11,Turbo,6.192,3088
"[18, 35, 10749]",802,en,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",30.913,1962-06-13,Lolita,7.355,1874
"[53, 80, 18]",582014,en,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.",30.907,2020-12-13,Promising Young Woman,7.452,2838
"[27, 53]",11357,en,"The apparently comatose Michael Myers is being transferred from one hospital to another, but he wakes up when the ambulance crew talk about his surviving niece, Jamie. After slaughtering his attendants, Myers sets out to find his one living relative who is, fortunately, being cared for by a kind and resourceful foster sister named Rachel. Meanwhile, the ever-cautious Dr. Loomis remains on the killer's path.",30.903,1988-10-21,Halloween 4: The Return of Michael Myers,6.2,1756
"[12, 28, 16]",50723,ja,"Assigned on a mission to capture Mukade, a missing-nin, Naruto Uzumaki sets out for the once glorious historic ruins of ""Ouran"", where he pursues and corners the rouge ninja. Mukade's goal is revealed to be a dormant leyline within the ruins; he unleashes the power of the leyline, causing a light to envelop Naruto, sending him into the past, 20 years before the series began. When Naruto awakens, he comes into contact with the Fourth Hokage, Minato Namikaze.",30.898,2010-07-31,Naruto Shippuden the Movie: The Lost Tower,7.005,400
[18],1057491,ru,"Twenty-year-old Elya is a student and a future ecologist. One day, Matvey, the head of a construction company, comes to her university to talk about a development plan on the site of an old forest park. Elya does not hesitate to smash his project to smithereens. Matvey is intrigued by the girl's self-confidence and uses his usual methods of influence - he simply tries to ""buy"" her. But Elya doesn't need a sponsor. Then Matvey, surprised by her impregnability, offers Elya a bet: seven romantic days according to his rules. If after that the girl still decides to leave, he will refuse to build a skyscraper in the forest park. She agrees when Matvey really suspends the design work. Elya sees herself as something like the heroine of the film Pretty Woman, but Matvey turns out to be not at all the person she imagined.",30.893,2023-02-14,Disobedient,5.923,13
[27],21484,fr,"A young woman left her family for an unspecified reason. The husband determines to find out the truth and starts following his wife. At first, he suspects that a man is involved. But gradually, he finds out more and more strange behaviors and bizarre incidents that indicate something more than a possessed love affair.",30.882,1981-05-27,Possession,7.362,936
"[12, 14, 16, 10751]",9992,en,"Arthur is a spirited ten-year old whose parents are away looking for work, whose eccentric grandfather has been missing for several years, and who lives with his grandmother in a country house that, in two days, will be repossessed, torn down, and turned into a block of flats unless Arthur's grandfather returns to sign some papers and pay off the family debt. Arthur discovers that the key to success lies in his own descent into the land of the Minimoys, creatures no larger than a tooth, whom his grandfather helped relocate to their garden. Somewhere among them is hidden a pile of rubies, too. Can Arthur be of stout heart and save the day? Romance beckons as well, and a villain lurks.",30.873,2006-12-13,Arthur and the Invisibles,6.385,2711
[27],1690,en,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",30.87,2006-01-06,Hostel,5.931,3353
"[16, 10751, 12, 14]",995133,en,"The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy’s search for home.",30.862,2022-12-25,"The Boy, the Mole, the Fox and the Horse",8.375,417
